Step,algorithm,seed,actor/entropy_loss
26,qwen2.5-1.5b-2gpu-PPO-C51,44,0.4113910794258117
26,qwen2.5-1.5b-2gpu-PPO-QRDQN,42,0.4337053596973419
26,qwen2.5-1.5b-2gpu-PPO-QRDQN,43,0.4699650108814239
26,qwen2.5-1.5b-2gpu-PPO-QRDQN,44,0.457236498594284
26,qwen2.5-1.5b-2gpu-PPO-iqn,42,0.5106767416000366
26,qwen2.5-1.5b-2gpu-PPO-iqn,43,0.4577635526657104
26,qwen2.5-1.5b-2gpu-PPO-iqn,44,0.4053409993648529
26,qwen2.5-1.5b-2gpu-PPO-distributionalv2-iqn-8-1epoch,42+1,0.3821058571338653
26,qwen2.5-1.5b-2gpu-PPO-2,42+1,0.5282046794891357
26,qwen2.5-1.5b-2gpu-PPO-8,42+1,0.3932709693908691
27,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v3-cvarlower25-iqn-8,42,0.3268725275993347
27,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v3-cvarlower25-iqn-8,43,0.3369509577751159
27,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v3-cvarlower25-iqn-8,44,0.3547874689102173
27,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v1-cvarlower25-iqn,42,0.4781365394592285
27,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v1-cvarlower25-iqn,43,0.4216325581073761
27,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v1-cvarlower25-iqn,44,0.4481090307235718
27,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v3-cvarupper25-iqn-8,42,0.3536881804466247
27,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v3-cvarupper25-iqn-8,43,0.3307643830776214
27,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v3-cvarupper25-iqn-8,44,0.3666991591453552
27,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v1-cvarupper25-iqn,42,0.4768005609512329
27,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v1-cvarupper25-iqn,43,0.450899600982666
27,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v1-cvarupper25-iqn,44,0.4594218730926513
27,qwen2.5-1.5b-2gpu-PPO-reweight-baseline1-v1-cvarupper25-iqn-1,42,0.4388389885425567
27,qwen2.5-1.5b-2gpu-PPO-reweight-baseline1-v1-cvarupper25-iqn-1,43,0.4260908663272857
27,qwen2.5-1.5b-2gpu-PPO-reweight-baseline1-v1-cvarupper25-iqn-1,44,0.3984899520874023
27,qwen2.5-1.5b-2gpu-GRPO,42,0.2940376102924347
27,qwen2.5-1.5b-2gpu-GRPO,43,0.3233374655246734
27,qwen2.5-1.5b-2gpu-GRPO,44,0.3275558352470398
27,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v3-cvarlower25-iqn-1,42,0.4666197448968887
27,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v3-cvarlower25-iqn-1,43,0.4421325623989105
27,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v3-cvarlower25-iqn-1,44,0.4556388556957245
27,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v3-cvarupper25-iqn-1,42,0.4348019361495971
27,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v3-cvarupper25-iqn-1,43,0.4479390680789947
27,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v3-cvarupper25-iqn-1,44,0.4344374239444732
27,qwen2.5-1.5b-2gpu-PPO-reweight-baseline1-v3-cvarupper25-iqn-8,42,0.3261504173278808
27,qwen2.5-1.5b-2gpu-PPO-reweight-baseline1-v3-cvarupper25-iqn-8,43,0.3488533496856689
27,qwen2.5-1.5b-2gpu-PPO-reweight-baseline1-v3-cvarupper25-iqn-8,44,0.3450837135314941
27,qwen2.5-1.5b-2gpu-PPO-reweight-baseline1-v3-cvarupper25-iqn-1,42,0.4290759861469269
27,qwen2.5-1.5b-2gpu-PPO-reweight-baseline1-v3-cvarupper25-iqn-1,43,0.4662044644355774
27,qwen2.5-1.5b-2gpu-PPO-reweight-baseline1-v3-cvarupper25-iqn-1,44,0.4313393235206604
27,qwen2.5-1.5b-2gpu-PPO-v3-iqn-8,42,0.3225469887256622
27,qwen2.5-1.5b-2gpu-PPO-v3-iqn-8,43,0.3376097679138183
27,qwen2.5-1.5b-2gpu-PPO-v3-iqn-8,42+1,0.3417461812496185
27,qwen2.5-1.5b-2gpu-PPO-v2-iqn-8,42,0.3332873880863189
27,qwen2.5-1.5b-2gpu-PPO-v2-iqn-8,43,0.3403839468955993
27,qwen2.5-1.5b-2gpu-PPO-v2-iqn-8,42+1,0.3299746811389923
27,qwen2.5-1.5b-2gpu-PPO,42,0.5555273294448853
27,qwen2.5-1.5b-2gpu-PPO,43,0.563784122467041
27,qwen2.5-1.5b-2gpu-PPO,44,0.5477763414382935
27,qwen2.5-1.5b-2gpu-PPO,42+1,0.515439510345459
27,qwen2.5-1.5b-2gpu-PPO-C51,42,0.4208328127861023
27,qwen2.5-1.5b-2gpu-PPO-C51,43,0.4252836406230926
27,qwen2.5-1.5b-2gpu-PPO-C51,44,0.3710000514984131
27,qwen2.5-1.5b-2gpu-PPO-QRDQN,42,0.4002822935581207
27,qwen2.5-1.5b-2gpu-PPO-QRDQN,43,0.4639539122581482
27,qwen2.5-1.5b-2gpu-PPO-QRDQN,44,0.4718156158924103
27,qwen2.5-1.5b-2gpu-PPO-iqn,42,0.4749138951301574
27,qwen2.5-1.5b-2gpu-PPO-iqn,43,0.4545364677906036
27,qwen2.5-1.5b-2gpu-PPO-iqn,44,0.4570802748203277
27,qwen2.5-1.5b-2gpu-PPO-distributionalv2-iqn-8-1epoch,42+1,0.3406230807304382
27,qwen2.5-1.5b-2gpu-PPO-2,42+1,0.4582030475139618
27,qwen2.5-1.5b-2gpu-PPO-8,42+1,0.359785795211792
28,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v3-cvarlower25-iqn-8,42,0.3396196663379669
28,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v3-cvarlower25-iqn-8,43,0.3022122681140899
28,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v3-cvarlower25-iqn-8,44,0.329457938671112
28,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v1-cvarlower25-iqn,42,0.4472231864929199
28,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v1-cvarlower25-iqn,43,0.4028145670890808
28,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v1-cvarlower25-iqn,44,0.4285371005535126
28,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v3-cvarupper25-iqn-8,42,0.3741577863693237
28,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v3-cvarupper25-iqn-8,43,0.301601231098175
28,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v3-cvarupper25-iqn-8,44,0.3350804448127746
28,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v1-cvarupper25-iqn,42,0.4451664984226227
28,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v1-cvarupper25-iqn,43,0.3840883076190948
28,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v1-cvarupper25-iqn,44,0.4283389151096344
28,qwen2.5-1.5b-2gpu-PPO-reweight-baseline1-v1-cvarupper25-iqn-1,42,0.4334214329719543
28,qwen2.5-1.5b-2gpu-PPO-reweight-baseline1-v1-cvarupper25-iqn-1,43,0.3817546963691711
28,qwen2.5-1.5b-2gpu-PPO-reweight-baseline1-v1-cvarupper25-iqn-1,44,0.3664897680282593
28,qwen2.5-1.5b-2gpu-GRPO,42,0.307681679725647
28,qwen2.5-1.5b-2gpu-GRPO,43,0.2975473999977112
28,qwen2.5-1.5b-2gpu-GRPO,44,0.3222198486328125
28,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v3-cvarlower25-iqn-1,42,0.4687149375677109
28,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v3-cvarlower25-iqn-1,43,0.4002386331558227
28,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v3-cvarlower25-iqn-1,44,0.4608647525310516
28,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v3-cvarupper25-iqn-1,42,0.4191685318946838
28,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v3-cvarupper25-iqn-1,43,0.3975138366222381
28,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v3-cvarupper25-iqn-1,44,0.4421025216579437
28,qwen2.5-1.5b-2gpu-PPO-reweight-baseline1-v3-cvarupper25-iqn-8,42,0.3264299929141998
28,qwen2.5-1.5b-2gpu-PPO-reweight-baseline1-v3-cvarupper25-iqn-8,43,0.3090156316757202
28,qwen2.5-1.5b-2gpu-PPO-reweight-baseline1-v3-cvarupper25-iqn-8,44,0.318621814250946
28,qwen2.5-1.5b-2gpu-PPO-reweight-baseline1-v3-cvarupper25-iqn-1,42,0.4181586802005768
28,qwen2.5-1.5b-2gpu-PPO-reweight-baseline1-v3-cvarupper25-iqn-1,43,0.4422052800655365
28,qwen2.5-1.5b-2gpu-PPO-reweight-baseline1-v3-cvarupper25-iqn-1,44,0.4356466233730316
28,qwen2.5-1.5b-2gpu-PPO-v3-iqn-8,42,0.3400333225727081
28,qwen2.5-1.5b-2gpu-PPO-v3-iqn-8,43,0.3141643106937408
28,qwen2.5-1.5b-2gpu-PPO-v3-iqn-8,42+1,0.3470581173896789
28,qwen2.5-1.5b-2gpu-PPO-v2-iqn-8,42,0.3376349508762359
28,qwen2.5-1.5b-2gpu-PPO-v2-iqn-8,43,0.3120245933532715
28,qwen2.5-1.5b-2gpu-PPO-v2-iqn-8,42+1,0.3395790755748749
28,qwen2.5-1.5b-2gpu-PPO,42,0.5481987595558167
28,qwen2.5-1.5b-2gpu-PPO,43,0.4904714524745941
28,qwen2.5-1.5b-2gpu-PPO,44,0.5462846755981445
28,qwen2.5-1.5b-2gpu-PPO,42+1,0.5303788185119629
28,qwen2.5-1.5b-2gpu-PPO-C51,42,0.4258740544319153
28,qwen2.5-1.5b-2gpu-PPO-C51,43,0.4225878417491913
28,qwen2.5-1.5b-2gpu-PPO-C51,44,0.3721383213996887
28,qwen2.5-1.5b-2gpu-PPO-QRDQN,42,0.4207424819469452
28,qwen2.5-1.5b-2gpu-PPO-QRDQN,43,0.4323008060455322
28,qwen2.5-1.5b-2gpu-PPO-QRDQN,44,0.4275959432125091
28,qwen2.5-1.5b-2gpu-PPO-iqn,42,0.4468228220939636
28,qwen2.5-1.5b-2gpu-PPO-iqn,43,0.4078964591026306
28,qwen2.5-1.5b-2gpu-PPO-iqn,44,0.4306975603103637
28,qwen2.5-1.5b-2gpu-PPO-distributionalv2-iqn-8-1epoch,42+1,0.3506616353988647
28,qwen2.5-1.5b-2gpu-PPO-2,42+1,0.4869498610496521
28,qwen2.5-1.5b-2gpu-PPO-8,42+1,0.3701129853725433
29,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v3-cvarlower25-iqn-8,42,0.322223961353302
29,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v3-cvarlower25-iqn-8,43,0.3534106314182281
29,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v3-cvarlower25-iqn-8,44,0.3217114806175232
29,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v1-cvarlower25-iqn,42,0.406042993068695
29,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v1-cvarlower25-iqn,43,0.4373781979084015
29,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v1-cvarlower25-iqn,44,0.4073817729949951
29,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v3-cvarupper25-iqn-8,42,0.3564352095127105
29,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v3-cvarupper25-iqn-8,43,0.3560097515583038
29,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v3-cvarupper25-iqn-8,44,0.3256430923938751
29,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v1-cvarupper25-iqn,42,0.4145901203155517
29,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v1-cvarupper25-iqn,43,0.4413932263851166
29,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v1-cvarupper25-iqn,44,0.4100882411003113
29,qwen2.5-1.5b-2gpu-PPO-reweight-baseline1-v1-cvarupper25-iqn-1,42,0.412574827671051
29,qwen2.5-1.5b-2gpu-PPO-reweight-baseline1-v1-cvarupper25-iqn-1,43,0.4375227093696594
29,qwen2.5-1.5b-2gpu-PPO-reweight-baseline1-v1-cvarupper25-iqn-1,44,0.3495301604270935
29,qwen2.5-1.5b-2gpu-GRPO,42,0.2873714566230774
29,qwen2.5-1.5b-2gpu-GRPO,43,0.3276221752166748
29,qwen2.5-1.5b-2gpu-GRPO,44,0.303503006696701
29,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v3-cvarlower25-iqn-1,42,0.4241562634706497
29,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v3-cvarlower25-iqn-1,43,0.4453223049640655
29,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v3-cvarlower25-iqn-1,44,0.441995769739151
29,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v3-cvarupper25-iqn-1,42,0.4102295041084289
29,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v3-cvarupper25-iqn-1,43,0.4720726609230041
29,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v3-cvarupper25-iqn-1,44,0.4212169647216797
29,qwen2.5-1.5b-2gpu-PPO-reweight-baseline1-v3-cvarupper25-iqn-8,42,0.3134110569953918
29,qwen2.5-1.5b-2gpu-PPO-reweight-baseline1-v3-cvarupper25-iqn-8,43,0.368366539478302
29,qwen2.5-1.5b-2gpu-PPO-reweight-baseline1-v3-cvarupper25-iqn-8,44,0.3002011477947235
29,qwen2.5-1.5b-2gpu-PPO-reweight-baseline1-v3-cvarupper25-iqn-1,42,0.4048065841197967
29,qwen2.5-1.5b-2gpu-PPO-reweight-baseline1-v3-cvarupper25-iqn-1,43,0.4672984778881073
29,qwen2.5-1.5b-2gpu-PPO-reweight-baseline1-v3-cvarupper25-iqn-1,44,0.4219723641872406
29,qwen2.5-1.5b-2gpu-PPO-v3-iqn-8,42,0.3165807127952575
29,qwen2.5-1.5b-2gpu-PPO-v3-iqn-8,43,0.3692788481712341
29,qwen2.5-1.5b-2gpu-PPO-v3-iqn-8,42+1,0.3420019745826721
29,qwen2.5-1.5b-2gpu-PPO-v2-iqn-8,42,0.3260499536991119
29,qwen2.5-1.5b-2gpu-PPO-v2-iqn-8,43,0.3679402470588684
29,qwen2.5-1.5b-2gpu-PPO-v2-iqn-8,42+1,0.3177079558372497
29,qwen2.5-1.5b-2gpu-PPO,42,0.5299082398414612
29,qwen2.5-1.5b-2gpu-PPO,43,0.5288567543029785
29,qwen2.5-1.5b-2gpu-PPO,44,0.5130082964897156
29,qwen2.5-1.5b-2gpu-PPO,42+1,0.5069356560707092
29,qwen2.5-1.5b-2gpu-PPO-C51,42,0.4193772673606872
29,qwen2.5-1.5b-2gpu-PPO-C51,43,0.4517422914505005
29,qwen2.5-1.5b-2gpu-PPO-C51,44,0.3484934568405151
29,qwen2.5-1.5b-2gpu-PPO-QRDQN,42,0.3792860209941864
29,qwen2.5-1.5b-2gpu-PPO-QRDQN,43,0.4608683586120605
29,qwen2.5-1.5b-2gpu-PPO-QRDQN,44,0.4387952387332916
29,qwen2.5-1.5b-2gpu-PPO-iqn,42,0.4020673632621765
29,qwen2.5-1.5b-2gpu-PPO-iqn,43,0.4621032476425171
29,qwen2.5-1.5b-2gpu-PPO-iqn,44,0.402327686548233
29,qwen2.5-1.5b-2gpu-PPO-distributionalv2-iqn-8-1epoch,42+1,0.3395439386367798
29,qwen2.5-1.5b-2gpu-PPO-2,42+1,0.4507723450660705
29,qwen2.5-1.5b-2gpu-PPO-8,42+1,0.3537022173404693
30,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v3-cvarlower25-iqn-8,42,0.3281944990158081
30,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v3-cvarlower25-iqn-8,43,0.3146957457065582
30,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v3-cvarlower25-iqn-8,44,0.3087794184684753
30,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v1-cvarlower25-iqn,42,0.4023796021938324
30,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v1-cvarlower25-iqn,43,0.4120469689369201
30,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v1-cvarlower25-iqn,44,0.4046357274055481
30,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v3-cvarupper25-iqn-8,42,0.352343887090683
30,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v3-cvarupper25-iqn-8,43,0.3239351212978363
30,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v3-cvarupper25-iqn-8,44,0.3156189620494842
30,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v1-cvarupper25-iqn,42,0.418514609336853
30,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v1-cvarupper25-iqn,43,0.3979488313198089
30,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v1-cvarupper25-iqn,44,0.4117484986782074
30,qwen2.5-1.5b-2gpu-PPO-reweight-baseline1-v1-cvarupper25-iqn-1,42,0.3919274508953094
30,qwen2.5-1.5b-2gpu-PPO-reweight-baseline1-v1-cvarupper25-iqn-1,43,0.3883951306343078
30,qwen2.5-1.5b-2gpu-PPO-reweight-baseline1-v1-cvarupper25-iqn-1,44,0.3476333916187286
30,qwen2.5-1.5b-2gpu-GRPO,42,0.3077761828899383
30,qwen2.5-1.5b-2gpu-GRPO,43,0.305858850479126
30,qwen2.5-1.5b-2gpu-GRPO,44,0.2986587882041931
30,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v3-cvarlower25-iqn-1,42,0.4329582899808883
30,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v3-cvarlower25-iqn-1,43,0.4050097465515136
30,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v3-cvarlower25-iqn-1,44,0.4428039193153381
30,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v3-cvarupper25-iqn-1,42,0.396908551454544
30,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v3-cvarupper25-iqn-1,43,0.4178668856620788
30,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v3-cvarupper25-iqn-1,44,0.3899510204792022
30,qwen2.5-1.5b-2gpu-PPO-reweight-baseline1-v3-cvarupper25-iqn-8,42,0.325996071100235
30,qwen2.5-1.5b-2gpu-PPO-reweight-baseline1-v3-cvarupper25-iqn-8,43,0.3378570973873138
30,qwen2.5-1.5b-2gpu-PPO-reweight-baseline1-v3-cvarupper25-iqn-8,44,0.2981553971767425
30,qwen2.5-1.5b-2gpu-PPO-reweight-baseline1-v3-cvarupper25-iqn-1,42,0.4042228758335113
30,qwen2.5-1.5b-2gpu-PPO-reweight-baseline1-v3-cvarupper25-iqn-1,43,0.4570954442024231
30,qwen2.5-1.5b-2gpu-PPO-reweight-baseline1-v3-cvarupper25-iqn-1,44,0.4103924036026001
30,qwen2.5-1.5b-2gpu-PPO-v3-iqn-8,42,0.3309963345527649
30,qwen2.5-1.5b-2gpu-PPO-v3-iqn-8,43,0.3333248496055603
30,qwen2.5-1.5b-2gpu-PPO-v3-iqn-8,42+1,0.3735118210315704
30,qwen2.5-1.5b-2gpu-PPO-v2-iqn-8,42,0.3266523480415344
30,qwen2.5-1.5b-2gpu-PPO-v2-iqn-8,43,0.3285627961158752
30,qwen2.5-1.5b-2gpu-PPO-v2-iqn-8,42+1,0.3528717160224914
30,qwen2.5-1.5b-2gpu-PPO,42,0.53132164478302
30,qwen2.5-1.5b-2gpu-PPO,43,0.5157898664474487
30,qwen2.5-1.5b-2gpu-PPO,44,0.5368732810020447
30,qwen2.5-1.5b-2gpu-PPO,42+1,0.5308840870857239
30,qwen2.5-1.5b-2gpu-PPO-C51,42,0.3821088373661041
30,qwen2.5-1.5b-2gpu-PPO-C51,43,0.405241847038269
30,qwen2.5-1.5b-2gpu-PPO-C51,44,0.3268987536430359
30,qwen2.5-1.5b-2gpu-PPO-QRDQN,42,0.3834843039512634
30,qwen2.5-1.5b-2gpu-PPO-QRDQN,43,0.4384166896343231
30,qwen2.5-1.5b-2gpu-PPO-QRDQN,44,0.4095373749732971
30,qwen2.5-1.5b-2gpu-PPO-iqn,42,0.4226207137107849
30,qwen2.5-1.5b-2gpu-PPO-iqn,43,0.4043538570404053
30,qwen2.5-1.5b-2gpu-PPO-iqn,44,0.3695210814476013
30,qwen2.5-1.5b-2gpu-PPO-distributionalv2-iqn-8-1epoch,42+1,0.3703884482383728
30,qwen2.5-1.5b-2gpu-PPO-2,42+1,0.4445968568325043
30,qwen2.5-1.5b-2gpu-PPO-8,42+1,0.3798452913761139
31,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v3-cvarlower25-iqn-8,42,0.3300090432167053
31,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v3-cvarlower25-iqn-8,43,0.3293929994106293
31,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v3-cvarlower25-iqn-8,44,0.3324727416038513
31,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v1-cvarlower25-iqn,42,0.4374731779098511
31,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v1-cvarlower25-iqn,43,0.4042482674121856
31,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v1-cvarlower25-iqn,44,0.4407834410667419
31,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v3-cvarupper25-iqn-8,42,0.3585523664951324
31,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v3-cvarupper25-iqn-8,43,0.3249809145927429
31,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v3-cvarupper25-iqn-8,44,0.3375427722930908
31,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v1-cvarupper25-iqn,42,0.4220812618732452
31,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v1-cvarupper25-iqn,43,0.3932937085628509
31,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v1-cvarupper25-iqn,44,0.4292270541191101
31,qwen2.5-1.5b-2gpu-PPO-reweight-baseline1-v1-cvarupper25-iqn-1,42,0.4146991968154907
31,qwen2.5-1.5b-2gpu-PPO-reweight-baseline1-v1-cvarupper25-iqn-1,43,0.4107342958450317
31,qwen2.5-1.5b-2gpu-PPO-reweight-baseline1-v1-cvarupper25-iqn-1,44,0.3853819072246551
31,qwen2.5-1.5b-2gpu-GRPO,42,0.3035456836223602
31,qwen2.5-1.5b-2gpu-GRPO,43,0.3119636476039886
31,qwen2.5-1.5b-2gpu-GRPO,44,0.3154355883598327
31,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v3-cvarlower25-iqn-1,42,0.4389605671167373
31,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v3-cvarlower25-iqn-1,43,0.3945581316947937
31,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v3-cvarlower25-iqn-1,44,0.4527757167816162
31,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v3-cvarupper25-iqn-1,42,0.4195623099803924
31,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v3-cvarupper25-iqn-1,43,0.4149132072925567
31,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v3-cvarupper25-iqn-1,44,0.4221842288970947
31,qwen2.5-1.5b-2gpu-PPO-reweight-baseline1-v3-cvarupper25-iqn-8,42,0.3274446725845337
31,qwen2.5-1.5b-2gpu-PPO-reweight-baseline1-v3-cvarupper25-iqn-8,43,0.3354604542255401
31,qwen2.5-1.5b-2gpu-PPO-reweight-baseline1-v3-cvarupper25-iqn-8,44,0.3154907524585724
31,qwen2.5-1.5b-2gpu-PPO-reweight-baseline1-v3-cvarupper25-iqn-1,42,0.4003757536411285
31,qwen2.5-1.5b-2gpu-PPO-reweight-baseline1-v3-cvarupper25-iqn-1,43,0.4374071061611175
31,qwen2.5-1.5b-2gpu-PPO-reweight-baseline1-v3-cvarupper25-iqn-1,44,0.4187838137149811
31,qwen2.5-1.5b-2gpu-PPO-v3-iqn-8,42,0.3345319926738739
31,qwen2.5-1.5b-2gpu-PPO-v3-iqn-8,43,0.330987811088562
31,qwen2.5-1.5b-2gpu-PPO-v3-iqn-8,42+1,0.3255022466182709
31,qwen2.5-1.5b-2gpu-PPO-v2-iqn-8,42,0.3478035032749176
31,qwen2.5-1.5b-2gpu-PPO-v2-iqn-8,43,0.3382881879806518
31,qwen2.5-1.5b-2gpu-PPO-v2-iqn-8,42+1,0.3222189247608185
31,qwen2.5-1.5b-2gpu-PPO,42,0.5369501709938049
31,qwen2.5-1.5b-2gpu-PPO,43,0.4976951777935028
31,qwen2.5-1.5b-2gpu-PPO,44,0.4856439232826233
31,qwen2.5-1.5b-2gpu-PPO,42+1,0.4305441081523895
31,qwen2.5-1.5b-2gpu-PPO-C51,42,0.4030051231384277
31,qwen2.5-1.5b-2gpu-PPO-C51,43,0.4277292788028717
31,qwen2.5-1.5b-2gpu-PPO-C51,44,0.383066713809967
31,qwen2.5-1.5b-2gpu-PPO-QRDQN,42,0.4003117680549621
31,qwen2.5-1.5b-2gpu-PPO-QRDQN,43,0.4369868040084839
31,qwen2.5-1.5b-2gpu-PPO-QRDQN,44,0.4145606160163879
31,qwen2.5-1.5b-2gpu-PPO-iqn,42,0.4401677250862121
31,qwen2.5-1.5b-2gpu-PPO-iqn,43,0.4089550375938415
31,qwen2.5-1.5b-2gpu-PPO-iqn,44,0.3680354356765747
31,qwen2.5-1.5b-2gpu-PPO-distributionalv2-iqn-8-1epoch,42+1,0.3324783146381378
31,qwen2.5-1.5b-2gpu-PPO-2,42+1,0.396778792142868
31,qwen2.5-1.5b-2gpu-PPO-8,42+1,0.3281887173652649
32,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v3-cvarlower25-iqn-8,42,0.3401526212692261
32,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v3-cvarlower25-iqn-8,43,0.3188846111297607
32,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v3-cvarlower25-iqn-8,44,0.3270311951637268
32,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v1-cvarlower25-iqn,42,0.4509580731391907
32,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v1-cvarlower25-iqn,43,0.3819045722484588
32,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v1-cvarlower25-iqn,44,0.4319542050361633
32,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v3-cvarupper25-iqn-8,42,0.3757631480693817
32,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v3-cvarupper25-iqn-8,43,0.3130499422550201
32,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v3-cvarupper25-iqn-8,44,0.3315724730491638
32,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v1-cvarupper25-iqn,42,0.439321219921112
32,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v1-cvarupper25-iqn,43,0.3623481690883636
32,qwen2.5-1.5b-2gpu-PPO-risk-baseline1-v1-cvarupper25-iqn,44,0.4152542352676391
32,qwen2.5-1.5b-2gpu-PPO-reweight-baseline1-v1-cvarupper25-iqn-1,42,0.442365437746048
32,qwen2.5-1.5b-2gpu-PPO-reweight-baseline1-v1-cvarupper25-iqn-1,43,0.3967699408531189
32,qwen2.5-1.5b-2gpu-PPO-reweight-baseline1-v1-cvarupper25-iqn-1,44,0.3853002488613128
